repo,id,sha_fail,error_types,group,group_size,similar_count,has_similar,avg_sim,max_sim
agno-agi/agno,168,3a9a0b4124d28c2f...,"Import Error, Code Styling",G1,83,18,True,0.6315,0.6982
agno-agi/agno,181,6fe4e00e8863c8da...,"Code Styling, Import Error",G1,83,17,True,0.6594,0.7591
agno-agi/agno,150,073ad2a4332ae2ea...,"Type Checking, Import Error",G1,83,17,True,0.6536,0.7262
agno-agi/agno,204,acdbed3f7aacf320...,"Import Error, Type Checking",G1,83,17,True,0.6415,0.7122
agno-agi/agno,153,16c6139ab089f3cd...,"Import Error, Type Checking",G1,83,17,True,0.6268,0.689
agno-agi/agno,80,dc07b7a4e5314d29...,"Test Failure, Type Checking",G1,83,16,True,0.6478,0.7385
agno-agi/agno,88,fa597eab63defb9e...,"Test Failure, Type Checking",G1,83,16,True,0.633,0.6681
conan-io/conan,529,511a9296c9215864...,"Environment Error, Runtime Error",G1,20,15,True,0.6522,0.7859
agno-agi/agno,91,ff8929ce168fb87c...,"Import Error, Code Styling",G1,83,15,True,0.6356,0.7464
agno-agi/agno,157,1c533e0065df6fa2...,"Import Error, Code Styling",G1,83,15,True,0.6305,0.7256
agno-agi/agno,177,69a56c3a1a48f96d...,Code Styling,G1,83,14,True,0.692,0.8203
agno-agi/agno,206,aef89d7979ff37db...,Type Checking,G1,83,14,True,0.6741,0.8248
agno-agi/agno,163,31d6eba6f9be2ea8...,"Code Styling, Test Failure",G1,83,14,True,0.6535,0.73
agno-agi/agno,154,18f4596992d6c36c...,"Code Styling, Import Error",G1,83,14,True,0.6364,0.7238
conan-io/conan,527,459cfd9a9110080f...,"Environment Error, Test Failure",G1,20,13,True,0.6842,0.7859
agno-agi/agno,85,f06bfb4ef15132a0...,Type Checking,G1,83,13,True,0.6718,0.8248
agno-agi/agno,83,e36b14dc3ee04beb...,"Type Checking, Import Error",G1,83,13,True,0.6626,0.807
browser-use/browser-use,507,82fe739a979a5806...,"Type Checking, Code Styling",G1,23,13,True,0.6565,0.7851
agno-agi/agno,179,6e5f3fc6534025b5...,"Import Error, Code Styling",G1,83,13,True,0.6311,0.6629
agno-agi/agno,160,233c76da6b91def1...,Code Styling,G1,83,12,True,0.6947,0.8306
agno-agi/agno,87,f6f8da08fb440f88...,Type Checking,G1,83,12,True,0.6896,0.8067
adap/flower,115,992b9a36ee14ce62...,Type Checking,G1,24,12,True,0.6773,0.7728
adap/flower,117,a6517d5fc23bbb6b...,"Code Styling, Type Checking",G1,24,12,True,0.6665,0.7816
browser-use/browser-use,506,80fe937279863ecf...,Code Styling,G1,23,12,True,0.6615,0.7598
browser-use/browser-use,508,845e83099b5364b6...,Type Checking,G1,23,12,True,0.6455,0.7103
conan-io/conan,546,dcba90e30c60bdb7...,"Environment Error, Test Failure",G1,20,11,True,0.7225,0.9119
agno-agi/agno,158,1d0fff71ae9ea258...,Code Styling,G1,83,11,True,0.682,0.8306
agno-agi/agno,296,f6adbaa7d295c83c...,"Import Error, Code Styling",G1,83,11,True,0.6273,0.6851
agno-agi/agno,198,9b52669238946cd0...,Code Styling,G1,83,10,True,0.6887,0.8019
agno-agi/agno,169,3ab735577ed44888...,Code Styling,G1,83,10,True,0.6853,0.8203
conan-io/conan,544,c69fd6009fd8b027...,"Environment Error, Test Failure",G1,20,10,True,0.6835,0.7793
conan-io/conan,535,917c6c79402d6940...,Environment Error,G1,20,10,True,0.6798,0.762
agno-agi/agno,188,7f4d750eaf81c6f8...,Type Checking,G1,83,10,True,0.6755,0.7949
agno-agi/agno,81,dc63689a775dcb8f...,Type Checking,G1,83,10,True,0.6511,0.7208
conan-io/conan,545,c6e622ac4765055b...,"Environment Error, Test Failure",G1,20,10,True,0.649,0.7418
agno-agi/agno,182,754f4d3afe097bd3...,Test Failure,G1,83,10,True,0.6391,0.6975
agno-agi/agno,170,4b5113e905468a87...,"Import Error, Type Checking",G1,83,10,True,0.6351,0.7005
conan-io/conan,540,b41c3a617f8b67bd...,Environment,G1,20,9,True,0.7263,0.9119
agno-agi/agno,208,b71bbb2badf2b10a...,Type Checking,G1,83,9,True,0.6897,0.7614
agno-agi/agno,82,e22825fa77b3e549...,Code Styling,G1,83,9,True,0.6712,0.7212
agno-agi/agno,180,6f19da809ef086ce...,Type Checking,G1,83,9,True,0.6645,0.7231
browser-use/browser-use,517,a33b26d8520a396b...,"Code Styling, Type Checking",G1,23,9,True,0.6598,0.7851
axolotl-ai-cloud/axolotl,464,770f97a0a0b3f9c8...,Code Styling,G1,32,9,True,0.6579,0.7271
agno-agi/agno,75,ca75b3dc2cfaf4d6...,Type Checking,G1,83,9,True,0.6538,0.6863
conan-io/conan,537,9dc2989bf314072d...,Test Failure,G1,20,8,True,0.7223,0.9045
axolotl-ai-cloud/axolotl,490,c2b5e0bfc9cbe7e0...,Network,G2,12,8,True,0.7161,0.7677
1panel-dev/maxkb,330,34d266419c7e9ea0...,Code Styling,G1,12,8,True,0.6813,0.8099
agno-agi/agno,195,96cab6eebb5bd0c3...,Type Checking,G1,83,8,True,0.6759,0.7231
agno-agi/agno,178,6ad4e8d6bb1ea167...,Type Checking,G1,83,8,True,0.6647,0.7949
axolotl-ai-cloud/axolotl,445,02237e2a7e177390...,Code Formatting,G1,32,8,True,0.6564,0.7173
browser-use/browser-use,504,7b5ea73b4d5ae96d...,"Code Styling, Type Checking",G1,23,8,True,0.6495,0.7226
browser-use/browser-use,515,9f1e1bd929f24c15...,Type Checking,G1,23,8,True,0.6429,0.6756
agno-agi/agno,166,37c595ac6f390dbc...,Import Error,G1,83,8,True,0.6396,0.7164
adap/flower,116,a02c53a0eed80e73...,Code Styling,G1,24,7,True,0.7191,0.8086
axolotl-ai-cloud/axolotl,475,9388a2af668cc9de...,Network,G2,12,7,True,0.7179,0.79
axolotl-ai-cloud/axolotl,495,f20dec3285bbb187...,Network,G2,12,7,True,0.7178,0.7626
1panel-dev/maxkb,333,95dd5bb1f7ae87cf...,Static Analysis,G1,12,7,True,0.7173,0.8134
axolotl-ai-cloud/axolotl,459,6af171ff8190efbb...,Network,G2,12,7,True,0.7117,0.7871
axolotl-ai-cloud/axolotl,482,a55d718a92a401e1...,Network,G2,12,7,True,0.7061,0.7576
axolotl-ai-cloud/axolotl,473,926f6108861434b7...,Network,G2,12,7,True,0.6858,0.764
axolotl-ai-cloud/axolotl,479,9df3e7857276b480...,Network,G2,12,7,True,0.6776,0.79
adap/flower,126,ed13d89504c50a1b...,"Static Analysis, Type Checking",G1,24,7,True,0.6731,0.7728
adap/flower,107,44cc14aa3f36dbd1...,Type Checking,G1,24,7,True,0.6687,0.7409
axolotl-ai-cloud/axolotl,446,083b48256813564d...,Code Formatting,G1,32,7,True,0.6619,0.7267
agno-agi/agno,201,a4f765fa10f55887...,"Import Error, Type Checking",G1,83,7,True,0.6571,0.6961
agno-agi/agno,161,235e19d6998790dd...,"Test Failure, Type Checking",G1,83,7,True,0.6553,0.7558
berriai/litellm,378,b80cb885466e25f0...,Test Failure,G1,21,7,True,0.6521,0.6834
adap/flower,108,44eb41928c49ec04...,Code Styling,G1,24,7,True,0.6387,0.7172
berriai/litellm,383,bbe646cb38f74b16...,Test Failure,G1,21,7,True,0.6309,0.6834
1panel-dev/maxkb,332,8dc44333c309188f...,Static Analysis,G1,12,6,True,0.7329,0.8426
axolotl-ai-cloud/axolotl,480,9f86e5eaae534089...,Network,G2,12,6,True,0.7064,0.764
camel-ai/camel,418,ed81322247e526f8...,Dependency,G1,11,6,True,0.698,0.7919
adap/flower,114,78131a4133836190...,"Dependency Error, Type Checking",G1,24,6,True,0.6846,0.7816
axolotl-ai-cloud/axolotl,451,2e7fac1fa5dc8fc0...,Code Formatting,G1,32,6,True,0.6826,0.8038
axolotl-ai-cloud/axolotl,486,b5b9507e0e063bd0...,Code Styling,G1,32,6,True,0.6822,0.8038
1panel-dev/maxkb,339,e6d2dc68133f8000...,Static Analysis,G1,12,6,True,0.6816,0.8426
1panel-dev/maxkb,334,a1741388832b295a...,Static Analysis,G1,12,6,True,0.6695,0.7432
conan-io/conan,541,b83cb34fc3527b13...,"Environment Error, Test Failure",G1,20,6,True,0.6649,0.7256
browser-use/browser-use,518,a45d6ed960156b41...,"Code Styling, Type Checking",G1,23,6,True,0.6585,0.679
axolotl-ai-cloud/axolotl,493,e693b7399ee59117...,Code Styling,G1,32,6,True,0.6527,0.6819
adap/flower,113,6aee1d58e8ce6402...,Type Checking,G1,24,6,True,0.6501,0.6847
agno-agi/agno,173,5f24cca27fe01045...,Import Error,G1,83,6,True,0.6434,0.7164
browser-use/browser-use,522,ab9c7f77e0f9f30d...,Code Styling,G1,23,6,True,0.6377,0.7298
conan-io/conan,534,7e7ae9921daa1d1c...,"Import Error, Environment Error",G1,20,6,True,0.634,0.6605
berriai/litellm,386,be303e1d1fbff72f...,Test Failure,G1,21,6,True,0.6283,0.6565
camel-ai/camel,415,e1dbd83b5eccd0a5...,Dependency,G1,11,5,True,0.7164,0.7582
adap/flower,112,6aec23d104a077af...,Code Styling,G1,24,5,True,0.6882,0.8086
camel-ai/camel,419,f35834221f941592...,Dependency,G1,11,5,True,0.678,0.7582
berriai/litellm,398,c2b2c04d2b5fdc54...,Type Checking,G1,21,5,True,0.6734,0.8334
adap/flower,109,5f98672f68c7f4ac...,Code Formatting,G1,24,5,True,0.6618,0.758
axolotl-ai-cloud/axolotl,491,c46ca36c8e3d00d7...,"Code Formatting, Network Error",G1,32,5,True,0.6609,0.701
conan-io/conan,538,9fa5da63d346f105...,Environment Error,G1,20,5,True,0.6569,0.7093
axolotl-ai-cloud/axolotl,447,091b008384f701ed...,Network Error,G2,12,5,True,0.6557,0.7544
axolotl-ai-cloud/axolotl,452,35bcc1e64e7a71cd...,Code Formatting,G1,32,5,True,0.6481,0.7267
adap/flower,118,a7a139ca8f5d0acd...,Type Checking,G1,24,5,True,0.6386,0.6847
browser-use/browser-use,513,9bb69bd3d47cee27...,Type Checking,G1,23,5,True,0.6383,0.6776
adap/flower,106,444017d8b29540c8...,"Test Failure, Type Checking",G1,24,5,True,0.6371,0.7159
camel-ai/camel,413,dbe785e7397a3849...,Dependency,G1,11,5,True,0.635,0.6878
agno-agi/agno,194,8c8e822266755d10...,Import Error,G1,83,5,True,0.6339,0.6895
conan-io/conan,533,724d69aae2ea3141...,Test Failure,G1,20,5,True,0.6338,0.703
adap/flower,103,1366645090f139b9...,Type Checking,G1,24,5,True,0.6305,0.709
conan-io/conan,526,44cf736f9ad32392...,Environment Error,G1,20,5,True,0.6259,0.6548
browser-use/browser-use,512,88c4f3ff12476357...,"Type Checking, Code Formatting",G1,23,5,True,0.6214,0.6451
axolotl-ai-cloud/axolotl,462,74f293da0a4e2fbf...,Code Styling,G1,32,5,True,0.62,0.6254
skypilot-org/skypilot,15,c3f4fe9eefdb2971...,Code Formatting,G1,5,4,True,0.7665,0.7852
camel-ai/camel,414,e067bbd31dc6889b...,Dependency,G1,11,4,True,0.7653,0.8528
conan-io/conan,528,4cb814c27dd37bbf...,Environment Error,G1,20,4,True,0.7581,0.835
camel-ai/camel,412,d85d774b0920cc04...,Dependency,G1,11,4,True,0.738,0.8528
avaiga/taipy,137,7c228365e8de18c4...,Type Checking,G1,5,4,True,0.709,0.7672
axolotl-ai-cloud/axolotl,460,734baee3ea9e5918...,Code Styling,G1,32,4,True,0.704,0.7467
agno-agi/agno,72,c0f40b6ac7f75f8a...,Code Styling,G1,83,4,True,0.7006,0.7394
agno-agi/agno,164,33ed019c7f623b9f...,Type Checking,G1,83,4,True,0.6929,0.7398
avaiga/taipy,132,1559358d5679d353...,Type Checking,G1,5,4,True,0.6859,0.7672
adap/flower,119,af6a0b457a537777...,"Code Styling, Network Error",G1,24,4,True,0.6839,0.7392
berriai/litellm,388,bee41c19610cd35c...,Type Checking,G1,21,4,True,0.6796,0.8334
avaiga/taipy,140,c9766a5e3d0c982c...,Type Checking,G1,5,4,True,0.6785,0.7509
axolotl-ai-cloud/axolotl,463,769e78aa95c081c9...,Code Formatting,G1,32,4,True,0.674,0.7007
1panel-dev/maxkb,337,d1fc8665c79e298c...,Static Analysis,G1,12,4,True,0.6622,0.7432
arc53/docsgpt,432,cec8c72b4609f69a...,Linting,G1,6,4,True,0.6574,0.7352
browser-use/browser-use,510,8607b72d71832c85...,Code Styling,G1,23,4,True,0.6535,0.7598
1panel-dev/maxkb,335,abc695c3074f1400...,Static Analysis,G1,12,4,True,0.6504,0.6776
berriai/litellm,392,c058e355b7652337...,Import Error,G1,21,4,True,0.6429,0.7342
browser-use/browser-use,502,76dde6d520faf6be...,Type Checking,G1,23,4,True,0.6425,0.6804
adap/flower,122,cbb7561e4e0d81a0...,Type Checking,G1,24,4,True,0.6421,0.709
axolotl-ai-cloud/axolotl,455,46e4e85039f556a4...,Code Formatting,G1,32,4,True,0.6388,0.6851
browser-use/browser-use,500,6ddeb2324ee74fde...,"Code Styling, Type Checking",G1,23,4,True,0.6358,0.679
adap/flower,121,c3a3944a6d50067a...,"Type Checking, Dependency Error",G1,24,4,True,0.6328,0.6574
berriai/litellm,382,bb01eda695bcf0f7...,Type Checking,G1,21,4,True,0.6305,0.6405
berriai/litellm,385,bdf0e8ccb9f8ba39...,Type Checking,G1,21,4,True,0.6252,0.6384
browser-use/browser-use,505,7d72b013e4ef1716...,Type Checking,G1,23,4,True,0.6248,0.642
conan-io/conan,523,2bc817d871c542da...,"Environment Error, Test Failure",G1,20,4,True,0.6242,0.6515
berriai/litellm,381,ba48f0fe90578d84...,Test Failure,G1,21,4,True,0.6118,0.625
skypilot-org/skypilot,12,edaf59b69f96acdf...,Code Formatting,G1,5,3,True,0.7887,0.8509
skypilot-org/skypilot,14,d2f64daf7608d00c...,Code Formatting,G1,5,3,True,0.7817,0.8509
skypilot-org/skypilot,11,cced5b5d68a3fe1a...,Code Formatting,G1,5,3,True,0.7488,0.7852
avaiga/taipy,138,92f010054982b709...,Code Styling,G2,4,3,True,0.7143,0.8636
crewaiinc/crewai,571,148c3bae1aa467fb...,Linting,G2,4,3,True,0.6955,0.7437
crewaiinc/crewai,569,130a7fc1e0a80a2f...,Code Styling,G2,4,3,True,0.6953,0.7415
berriai/litellm,400,c33c39fbc60b7b4c...,Test Failure,G1,21,3,True,0.683,0.7334
axolotl-ai-cloud/axolotl,478,9cf62fab15cce046...,Code Styling,G1,32,3,True,0.6823,0.7467
arc53/docsgpt,433,d461f312431b69d9...,Linting,G1,6,3,True,0.6792,0.7352
axolotl-ai-cloud/axolotl,469,8c67faaa0010c3a9...,Static Analysis,G1,32,3,True,0.6724,0.7096
1panel-dev/maxkb,331,6964fcd4152f54ef...,Static Analysis,G1,12,3,True,0.6719,0.6989
camel-ai/camel,417,ec5fbc16becebb97...,Dependency Error,G1,11,3,True,0.6715,0.6988
crewaiinc/crewai,567,0d95b133ddb0fa25...,Test Failure,G1,5,3,True,0.6693,0.6944
adap/flower,123,d4593aedbc14dbd8...,"Test Failure, Type Checking",G1,24,3,True,0.6692,0.7685
1panel-dev/maxkb,336,d01e72609895cf10...,Code Styling,G1,12,3,True,0.6686,0.6946
axolotl-ai-cloud/axolotl,484,ae9efd4a08b94641...,Code Formatting,G1,32,3,True,0.6646,0.6931
avaiga/taipy,133,166f99e7023eb1ab...,Type Checking,G1,5,3,True,0.6636,0.6821
agno-agi/agno,171,557f5305cd8dc547...,Code Styling,G1,83,3,True,0.6622,0.6926
axolotl-ai-cloud/axolotl,461,73be451c05da635a...,"Code Formatting, Code Styling",G1,32,3,True,0.6568,0.7204
aider-ai/aider,96,803a8db60cb2ce21...,Test Failure,G1,4,3,True,0.6568,0.7209
axolotl-ai-cloud/axolotl,488,bb1cae1a20dd10bc...,Network Error,G2,12,3,True,0.6566,0.6934
django-import-export/django-import-export,32,2f0605c9ec79b7a6...,Code Styling,G1,6,3,True,0.6566,0.6851
axolotl-ai-cloud/axolotl,483,a75910a20e55e344...,Code Formatting,G1,32,3,True,0.6522,0.7204
beetbox/beets,20,537b57d99d10ecbc...,Code Formatting,G1,5,3,True,0.652,0.7233
arc53/docsgpt,375,248a0b8e6a790d65...,Linting,G1,6,3,True,0.6519,0.6715
camel-ai/camel,409,d1d58073979cfb6e...,Dependency Error,G1,11,3,True,0.6503,0.676
conan-io/conan,539,af5fcb21859b6be4...,"Environment, Test Failure",G1,20,3,True,0.6495,0.6598
avaiga/taipy,135,668b6127c95ae34b...,Type Checking,G1,5,3,True,0.6425,0.6762
berriai/litellm,396,c18a9ef7091afb77...,Test Failure,G1,21,3,True,0.6415,0.6597
berriai/litellm,380,b9f8134e8fde8560...,Test Failure,G1,21,3,True,0.6397,0.6776
berriai/litellm,395,c1403f5eff1e82c7...,Type Checking,G1,21,3,True,0.6326,0.6676
arc53/docsgpt,430,ab4ebf9a9dc3c4ee...,Test Failure,G2,4,3,True,0.6325,0.6472
adap/flower,102,07c55e7c8bee5b60...,Code Styling,G1,24,3,True,0.6317,0.662
browser-use/browser-use,511,87ef1325e80dbb82...,Type Checking,G1,23,3,True,0.6316,0.6433
axolotl-ai-cloud/axolotl,465,78b289243ec6c116...,Code Formatting,G1,32,3,True,0.6315,0.6346
browser-use/browser-use,514,9c2fddfc969337f2...,Code Formatting,G1,23,3,True,0.6289,0.6837
axolotl-ai-cloud/axolotl,458,5b325d99df860774...,Static Analysis,G1,32,3,True,0.6284,0.6612
axolotl-ai-cloud/axolotl,472,91a466d66855d312...,"Code Styling, Network Error",G1,32,3,True,0.6273,0.6594
beetbox/beets,19,454164496177fd8b...,Code Formatting,G1,5,3,True,0.6258,0.632
berriai/litellm,393,c07f0ba427e83c43...,Test Failure,G1,21,3,True,0.6257,0.6403
berriai/litellm,406,c4b91c30a2238a1f...,Test Failure,G1,21,3,True,0.619,0.6289
browser-use/browser-use,519,a6fe43891c18bd85...,Type Checking,G1,23,3,True,0.617,0.6259
browser-use/browser-use,497,5da261310ba61373...,Code Styling,G1,23,3,True,0.6165,0.6481
conan-io/conan,532,6bc48372692f87d8...,Test Failure,G1,20,3,True,0.6161,0.6243
agno-agi/agno,185,7d51d48b09bbc5e6...,"Type Checking, Test Failure",G1,83,3,True,0.6071,0.6108
berriai/litellm,390,c0170b76dce30f86...,Code Styling,G2,3,2,True,0.8174,0.8819
berriai/litellm,389,c00dcda416ea1153...,Code Styling,G2,3,2,True,0.803,0.8819
nicolargo/glances,315,48674ee71fd28378...,Code Formatting,G1,3,2,True,0.7797,0.9023
nicolargo/glances,255,ce27d795db2ad56e...,Code Formatting,G1,3,2,True,0.7702,0.9023
andrewyng/aisuite,372,96dafcc506deebe6...,Dependency Error,G1,3,2,True,0.7434,0.752
crewaiinc/crewai,568,10a55bd2102c1f48...,Linting,G2,4,2,True,0.7426,0.7437
berriai/litellm,405,c4ad9dac070fb520...,Code Styling,G2,3,2,True,0.7386,0.7529
aider-ai/aider,98,852f8655c69f4704...,"Runtime Error, Test Failure",G2,3,2,True,0.737,0.8641
adap/flower,124,da7ae359227a089c...,"Type Checking, Dependency Error",G1,24,2,True,0.7056,0.7685
andrewyng/aisuite,374,ceac7609b4d07be6...,Dependency Error,G1,3,2,True,0.6991,0.752
huggingface/accelerate,49,c9991372b81edabb...,Code Styling,G1,3,2,True,0.695,0.734
berriai/litellm,387,beb9de2399518898...,Import Error,G1,21,2,True,0.6947,0.7342
canonical/cloud-init,8,385c14d0ae500918...,"Code Styling, Code Formatting",G1,3,2,True,0.6934,0.7562
conan-io/conan,525,33e5d459bac7a0bb...,Test Failure,G1,20,2,True,0.6933,0.703
huggingface/accelerate,47,3dd8e4404a0ce2e2...,Code Styling,G1,3,2,True,0.6911,0.734
avaiga/taipy,136,700c695eea898caa...,Code Styling,G2,4,2,True,0.6908,0.72
andrewyng/aisuite,373,bad6b76af688c10e...,Dependency Error,G1,3,2,True,0.6904,0.7347
hkuds/deepcode,309,064c3b62f835ae53...,Code Formatting,G1,3,2,True,0.6898,0.6955
django-import-export/django-import-export,30,d4ca3713b196de2a...,Code Styling,G1,6,2,True,0.6894,0.7344
1panel-dev/maxkb,329,2c5abd2cb0b8434b...,Code Styling,G1,12,2,True,0.6866,0.7179
axolotl-ai-cloud/axolotl,494,ee19007ba4a51af4...,Network Error,G2,12,2,True,0.6838,0.7544
camel-ai/camel,410,d2fc7ed0a8fbbc65...,Dependency Error,G1,11,2,True,0.681,0.6988
django-import-export/django-import-export,31,2a59b55e6124b33d...,Code Styling,G1,6,2,True,0.6768,0.6851
berriai/litellm,384,bd65f8074258cddb...,Test Failure,G1,21,2,True,0.6755,0.7334
beetbox/beets,17,7440ca51fb0ff3fb...,Code Formatting,G1,5,2,True,0.6734,0.7233
aider-ai/aider,94,5548acee0b31576c...,Test Failure,G1,4,2,True,0.672,0.7209
axolotl-ai-cloud/axolotl,466,7c3b428f2344da78...,Network Error,G2,12,2,True,0.6715,0.6934
avaiga/taipy,436,0f47a35383b9379d...,Code Styling,G2,4,2,True,0.6688,0.72
axolotl-ai-cloud/axolotl,471,8fd7325232883e14...,Code Styling,G1,32,2,True,0.6678,0.6685
arc53/docsgpt,423,487e1157df0cb267...,Test Failure,G2,4,2,True,0.6603,0.6944
arc53/docsgpt,422,39b871ce5e33ecaa...,Test Failure,G2,4,2,True,0.6592,0.6944
axolotl-ai-cloud/axolotl,474,92c4ad86527a2bae...,Code Formatting,G1,32,2,True,0.6537,0.6964
huggingface/accelerate,48,028ad1efee2c4169...,Code Formatting,G1,3,2,True,0.6521,0.656
crewaiinc/crewai,565,0bef3aba9a6f8b20...,Test Failure,G1,5,2,True,0.6513,0.6944
crewaiinc/crewai,566,0ca45f6bc5636846...,Test Failure,G1,5,2,True,0.6503,0.6724
nicolargo/glances,254,11bab0fb5ed6c9b6...,Code Formatting,G1,3,2,True,0.6476,0.6571
conan-io/conan,531,6bba89ef571ce4e6...,Test Failure,G1,20,2,True,0.6472,0.6836
hacs/integration,25,5b9b7a0f0f73cc02...,Code Formatting,G1,3,2,True,0.6454,0.6584
adap/flower,111,66718a2530fcc65c...,"Test Failure, Type Checking",G1,24,2,True,0.6429,0.6633
1panel-dev/maxkb,338,e2105a08c4f170a1...,Code Styling,G1,12,2,True,0.6394,0.6655
arc53/docsgpt,427,946865a335e58efd...,Linting,G1,6,2,True,0.6339,0.6609
axolotl-ai-cloud/axolotl,485,b3662574643c396d...,"Network Error, Code Styling",G1,32,2,True,0.6316,0.6346
agno-agi/agno,71,bd46af653e25571f...,Code Styling,G1,83,2,True,0.6297,0.64
agentscope-ai/agentscope,346,db36ac2d272850e6...,Code Styling,G1,3,2,True,0.6269,0.6335
crewaiinc/crewai,562,06e2683fd889129c...,Code Styling,G2,4,2,True,0.6247,0.6254
crewaiinc/crewai,560,033df9f74d897a25...,Import Error,G1,5,2,True,0.6246,0.6411
adap/flower,105,424e2bec03558962...,Code Formatting,G1,24,2,True,0.6242,0.6391
browser-use/browser-use,516,a0e2fac3caab48e0...,Type Checking,G1,23,2,True,0.6234,0.6433
camel-ai/camel,421,f4ed7a6f985ea813...,Dependency Error,G1,11,2,True,0.6194,0.6376
aider-ai/aider,92,48376e59c2d51260...,Test Failure,G1,4,2,True,0.6193,0.6232
axolotl-ai-cloud/axolotl,487,b5bb4c11018952a0...,Linting,G1,32,2,True,0.6124,0.6232
hkuds/lightrag,236,331dcf050910618b...,Code Formatting,G1,3,2,True,0.6116,0.6222
axolotl-ai-cloud/axolotl,481,a04519a24a8f6e55...,Static Analysis,G1,32,2,True,0.6103,0.6135
berriai/litellm,379,b98eccc009b47575...,Type Checking,G1,21,2,True,0.6102,0.6192
